id,objectType,name,definition,component,domain,versionStatus,sourceVersion,sourceAuthority,sourceUrl,measureType,scaleDisplay,normalizedFormula,denominatorPopulation,displayDefinition
"","Data element","Immunisation sessions planned","Monthly HMIS reporting element: Immunisation sessions planned.","Immunization","Child, adolescent and nutrition services","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Immunisation sessions planned. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","In case of home delivery, number of women receiving 1st Postpartum checkups within 48 hours","Monthly HMIS reporting element: In case of home delivery, number of women receiving 1st Postpartum checkups within 48 hours.","Delivery and intrapartum care","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: In case of home delivery, number of women receiving 1st Postpartum checkups within 48 hours. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","In-Patient Head Count at midnight","Monthly HMIS reporting element: In-Patient Head Count at midnight.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: In-Patient Head Count at midnight. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","In-Patient Head Count at midnight for standalone/ integrated NRC","Monthly HMIS reporting element: In-Patient Head Count at midnight for standalone/ integrated NRC.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: In-Patient Head Count at midnight for standalone/ integrated NRC. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","In-transit Deaths: 1 year and below 5 years","Monthly HMIS reporting element: In-transit Deaths: 1 year and below 5 years.","Mortality and death review","Mortality and vital events","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: In-transit Deaths: 1 year and below 5 years. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","In-transit Deaths: 10 year and above to below 19 years","Monthly HMIS reporting element: In-transit Deaths: 10 year and above to below 19 years.","Mortality and death review","Mortality and vital events","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: In-transit Deaths: 10 year and above to below 19 years. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","In-transit Deaths: 5 years and above to below 10 years","Monthly HMIS reporting element: In-transit Deaths: 5 years and above to below 10 years.","Mortality and death review","Mortality and vital events","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: In-transit Deaths: 5 years and above to below 10 years. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","In-transit Deaths: Adult 19 years and above","Monthly HMIS reporting element: In-transit Deaths: Adult 19 years and above.","Mortality and death review","Mortality and vital events","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: In-transit Deaths: Adult 19 years and above. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Infant Deaths (>28 days to below 12 months) At Community (at home or home to facility transit)","Monthly HMIS reporting element: Infant Deaths (>28 days to below 12 months) At Community (at home or home to facility transit).","Mortality and death review","Mortality and vital events","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Infant Deaths (>28 days to below 12 months) At Community (at home or home to facility transit). Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Infant Deaths (>28 days to below 12 months) at Facility/Facility to facility in transit","Monthly HMIS reporting element: Infant Deaths (>28 days to below 12 months) at Facility/Facility to facility in transit.","Mortality and death review","Mortality and vital events","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Infant Deaths (>28 days to below 12 months) at Facility/Facility to facility in transit. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Infant Deaths Between more than 28 days and below 12 months due to","Monthly HMIS reporting element: Infant Deaths Between more than 28 days and below 12 months due to.","Mortality and death review","Mortality and vital events","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Infant Deaths Between more than 28 days and below 12 months due to. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Injectable Contraceptive MPA (Intra Muscular) - First Dose","Monthly HMIS reporting element: Injectable Contraceptive MPA (Intra Muscular) - First Dose.","Family planning","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Injectable Contraceptive MPA (Intra Muscular) - First Dose. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Injectable Contraceptive MPA (Intra Muscular) - Fourth and above Dose","Monthly HMIS reporting element: Injectable Contraceptive MPA (Intra Muscular) - Fourth and above Dose.","Family planning","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Injectable Contraceptive MPA (Intra Muscular) - Fourth and above Dose. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Injectable Contraceptive MPA (Intra Muscular) - Second Dose","Monthly HMIS reporting element: Injectable Contraceptive MPA (Intra Muscular) - Second Dose.","Family planning","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Injectable Contraceptive MPA (Intra Muscular) - Second Dose. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Injectable Contraceptive MPA (Intra Muscular) - Third Dose","Monthly HMIS reporting element: Injectable Contraceptive MPA (Intra Muscular) - Third Dose.","Family planning","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Injectable Contraceptive MPA (Intra Muscular) - Third Dose. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Injectable Contraceptive MPA (Sub Cutaneous) - First Dose","Monthly HMIS reporting element: Injectable Contraceptive MPA (Sub Cutaneous) - First Dose.","Family planning","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Injectable Contraceptive MPA (Sub Cutaneous) - First Dose. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Injectable Contraceptive MPA (Sub Cutaneous)- Fourth and above Dose","Monthly HMIS reporting element: Injectable Contraceptive MPA (Sub Cutaneous)- Fourth and above Dose.","Family planning","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Injectable Contraceptive MPA (Sub Cutaneous)- Fourth and above Dose. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Injectable Contraceptive MPA (Sub Cutaneous)- Second Dose","Monthly HMIS reporting element: Injectable Contraceptive MPA (Sub Cutaneous)- Second Dose.","Family planning","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Injectable Contraceptive MPA (Sub Cutaneous)- Second Dose. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Injectable Contraceptive MPA (Sub Cutaneous)- Third Dose","Monthly HMIS reporting element: Injectable Contraceptive MPA (Sub Cutaneous)- Third Dose.","Family planning","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Injectable Contraceptive MPA (Sub Cutaneous)- Third Dose. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Injectable Contraceptive MPA- First Dose","Monthly HMIS reporting element: Injectable Contraceptive MPA- First Dose.","Family planning","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Injectable Contraceptive MPA- First Dose. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Injectable Contraceptive MPA- Fourth and above Dose","Monthly HMIS reporting element: Injectable Contraceptive MPA- Fourth and above Dose.","Family planning","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Injectable Contraceptive MPA- Fourth and above Dose. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Injectable Contraceptive MPA- Second Dose","Monthly HMIS reporting element: Injectable Contraceptive MPA- Second Dose.","Family planning","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Injectable Contraceptive MPA- Second Dose. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Injectable Contraceptive MPA- Third Dose","Monthly HMIS reporting element: Injectable Contraceptive MPA- Third Dose.","Family planning","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Injectable Contraceptive MPA- Third Dose. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections","Monthly HMIS reporting element: Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Inpatient - Dengue","Monthly HMIS reporting element: Inpatient - Dengue.","Vector-borne diseases","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Inpatient - Dengue. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Inpatient - Diarrhoea with dehydration","Monthly HMIS reporting element: Inpatient - Diarrhoea with dehydration.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Inpatient - Diarrhoea with dehydration. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Inpatient - Malaria","Monthly HMIS reporting element: Inpatient - Malaria.","Vector-borne diseases","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Inpatient - Malaria. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Inpatient - Pyrexia of Unknown Origin (PUO)","Monthly HMIS reporting element: Inpatient - Pyrexia of Unknown Origin (PUO).","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Inpatient - Pyrexia of Unknown Origin (PUO). Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Inpatient - Tuberculosis","Monthly HMIS reporting element: Inpatient - Tuberculosis.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Inpatient - Tuberculosis. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Inpatient - Typhoid","Monthly HMIS reporting element: Inpatient - Typhoid.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Inpatient - Typhoid. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Inpatient by disease/ health condition","Monthly HMIS reporting element: Inpatient by disease/ health condition.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Inpatient by disease/ health condition. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Inpatient details","Monthly HMIS reporting element: Inpatient details.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Inpatient details. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Inpatient – Leprosy (Reconstructive Surgery)","Monthly HMIS reporting element: Inpatient – Leprosy (Reconstructive Surgery).","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Inpatient – Leprosy (Reconstructive Surgery). Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Inpatient – Mental illness","Monthly HMIS reporting element: Inpatient – Mental illness.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Inpatient – Mental illness. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Inpatient – Operated for Cataract","Monthly HMIS reporting element: Inpatient – Operated for Cataract.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Inpatient – Operated for Cataract. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Inpatient – Palliative Care","Monthly HMIS reporting element: Inpatient – Palliative Care.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Inpatient – Palliative Care. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Intrapartum (Fresh) Still Birth","Monthly HMIS reporting element: Intrapartum (Fresh) Still Birth.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Intrapartum (Fresh) Still Birth. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","IPD Admission","Monthly HMIS reporting element: IPD Admission.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: IPD Admission. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","IPD Admission Female- Adults<60yrs","Monthly HMIS reporting element: IPD Admission Female- Adults<60yrs.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: IPD Admission Female- Adults<60yrs. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","IPD Admission Female- Children<18yrs","Monthly HMIS reporting element: IPD Admission Female- Children<18yrs.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: IPD Admission Female- Children<18yrs. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","IPD Admission Geriatric->=60yrs","Monthly HMIS reporting element: IPD Admission Geriatric->=60yrs.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: IPD Admission Geriatric->=60yrs. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","IPD Admission Male- Adults <60yrs","Monthly HMIS reporting element: IPD Admission Male- Adults <60yrs.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: IPD Admission Male- Adults <60yrs. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","IPD Admission Male- Children<18yrs","Monthly HMIS reporting element: IPD Admission Male- Children<18yrs.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: IPD Admission Male- Children<18yrs. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","IPD Deaths (excluding deaths at Emergency department & Sick Newborn Care Unit (SNCU)","Monthly HMIS reporting element: IPD Deaths (excluding deaths at Emergency department & Sick Newborn Care Unit (SNCU).","Newborn and pregnancy outcomes","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: IPD Deaths (excluding deaths at Emergency department & Sick Newborn Care Unit (SNCU). Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","IPD Deaths Female- Adults<60yrs","Monthly HMIS reporting element: IPD Deaths Female- Adults<60yrs.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: IPD Deaths Female- Adults<60yrs. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","IPD Deaths Female- Children<18yrs","Monthly HMIS reporting element: IPD Deaths Female- Children<18yrs.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: IPD Deaths Female- Children<18yrs. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","IPD Deaths Geriatric->=60yrs","Monthly HMIS reporting element: IPD Deaths Geriatric->=60yrs.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: IPD Deaths Geriatric->=60yrs. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","IPD Deaths Male- Adults<60yrs","Monthly HMIS reporting element: IPD Deaths Male- Adults<60yrs.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: IPD Deaths Male- Adults<60yrs. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","IPD Deaths Male- Children<18yrs","Monthly HMIS reporting element: IPD Deaths Male- Children<18yrs.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: IPD Deaths Male- Children<18yrs. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","IPD Discharge","Monthly HMIS reporting element: IPD Discharge.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: IPD Discharge. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","IPD Discharge Female- Adults<60yrs","Monthly HMIS reporting element: IPD Discharge Female- Adults<60yrs.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: IPD Discharge Female- Adults<60yrs. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","IPD Discharge Female- Children<18yrs","Monthly HMIS reporting element: IPD Discharge Female- Children<18yrs.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: IPD Discharge Female- Children<18yrs. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","IPD Discharge Geriatric->=60yrs","Monthly HMIS reporting element: IPD Discharge Geriatric->=60yrs.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: IPD Discharge Geriatric->=60yrs. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","IPD Discharge Male- Adults<60yrs","Monthly HMIS reporting element: IPD Discharge Male- Adults<60yrs.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: IPD Discharge Male- Adults<60yrs. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","IPD Discharge Male- Children<18yrs","Monthly HMIS reporting element: IPD Discharge Male- Children<18yrs.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: IPD Discharge Male- Children<18yrs. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","IPD Referred Female- Adults<60yrs","Monthly HMIS reporting element: IPD Referred Female- Adults<60yrs.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: IPD Referred Female- Adults<60yrs. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","IPD Referred Female- Children<18yrs","Monthly HMIS reporting element: IPD Referred Female- Children<18yrs.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: IPD Referred Female- Children<18yrs. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","IPD Referred Geriatric->=60yrs","Monthly HMIS reporting element: IPD Referred Geriatric->=60yrs.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: IPD Referred Geriatric->=60yrs. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","IPD Referred Male- Adults<60yrs","Monthly HMIS reporting element: IPD Referred Male- Adults<60yrs.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: IPD Referred Male- Adults<60yrs. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","IPD Referred Male- Children<18yrs","Monthly HMIS reporting element: IPD Referred Male- Children<18yrs.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: IPD Referred Male- Children<18yrs. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","IPD Referred Out","Monthly HMIS reporting element: IPD Referred Out.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: IPD Referred Out. Denominator population: Not supplied in registry metadata; consult the authoritative source."
