id,objectType,name,definition,component,domain,versionStatus,sourceVersion,sourceAuthority,sourceUrl,measureType,scaleDisplay,normalizedFormula,denominatorPopulation,displayDefinition
"","Data element","Number of Pregnant Women found positive for HBsAg delivered in an institution","Monthly HMIS reporting element: Number of Pregnant Women found positive for HBsAg delivered in an institution.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of Pregnant Women found positive for HBsAg delivered in an institution. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of Pregnant Women found positive for HBsAg referred out to higher centre for institutional delivery","Monthly HMIS reporting element: Number of Pregnant Women found positive for HBsAg referred out to higher centre for institutional delivery.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of Pregnant Women found positive for HBsAg referred out to higher centre for institutional delivery. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of Pregnant Women identified only with Eclampsia in the facility","Monthly HMIS reporting element: Number of Pregnant Women identified only with Eclampsia in the facility.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of Pregnant Women identified only with Eclampsia in the facility. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of Pregnant Women identified only with obstructed labour in the facility","Monthly HMIS reporting element: Number of Pregnant Women identified only with obstructed labour in the facility.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of Pregnant Women identified only with obstructed labour in the facility. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of Pregnant Women identified with more than 1 complication listed above","Monthly HMIS reporting element: Number of Pregnant Women identified with more than 1 complication listed above.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of Pregnant Women identified with more than 1 complication listed above. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of Pregnant Women identified with Presumptive TB symptoms","Monthly HMIS reporting element: Number of Pregnant Women identified with Presumptive TB symptoms.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of Pregnant Women identified with Presumptive TB symptoms. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of Pregnant Women only with Post-Partum Haemorrhage (Immediately after delivery) in the facility","Monthly HMIS reporting element: Number of Pregnant Women only with Post-Partum Haemorrhage (Immediately after delivery) in the facility.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of Pregnant Women only with Post-Partum Haemorrhage (Immediately after delivery) in the facility. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of Pregnant Women only with Sepsis in the facility","Monthly HMIS reporting element: Number of Pregnant Women only with Sepsis in the facility.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of Pregnant Women only with Sepsis in the facility. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of pregnant women provided - Free Home to facility transport for conducting delivery under JSSK","Monthly HMIS reporting element: Number of pregnant women provided - Free Home to facility transport for conducting delivery under JSSK.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of pregnant women provided - Free Home to facility transport for conducting delivery under JSSK. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of pregnant women provided - Interfacility transfers when needed during delivery under JSSK(in case of referral)","Monthly HMIS reporting element: Number of pregnant women provided - Interfacility transfers when needed during delivery under JSSK(in case of referral).","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of pregnant women provided - Interfacility transfers when needed during delivery under JSSK(in case of referral). Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of pregnant women provided free diagnostics during ANC period under JSSK","Monthly HMIS reporting element: Number of pregnant women provided free diagnostics during ANC period under JSSK.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of pregnant women provided free diagnostics during ANC period under JSSK. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of pregnant women provided free medicines during ANC period under JSSK","Monthly HMIS reporting element: Number of pregnant women provided free medicines during ANC period under JSSK.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of pregnant women provided free medicines during ANC period under JSSK. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of Pregnant Women referred out of those identified with Presumptive TB symptoms","Monthly HMIS reporting element: Number of Pregnant Women referred out of those identified with Presumptive TB symptoms.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of Pregnant Women referred out of those identified with Presumptive TB symptoms. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of Pregnant Women screened for TB","Monthly HMIS reporting element: Number of Pregnant Women screened for TB.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of Pregnant Women screened for TB. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of Pregnant Women tested for HBsAg","Monthly HMIS reporting element: Number of Pregnant Women tested for HBsAg.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of Pregnant Women tested for HBsAg. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of Pregnant Women tested positive for Thyroid disorder","Monthly HMIS reporting element: Number of Pregnant Women tested positive for Thyroid disorder.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of Pregnant Women tested positive for Thyroid disorder. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of Pregnant Women treated for thyroid disorder","Monthly HMIS reporting element: Number of Pregnant Women treated for thyroid disorder.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of Pregnant Women treated for thyroid disorder. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of Pregnant Women who are HBsAg positive (out of those tested for Hepatitis B i.e. HBsAg)","Monthly HMIS reporting element: Number of Pregnant Women who are HBsAg positive (out of those tested for Hepatitis B i.e. HBsAg).","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of Pregnant Women who are HBsAg positive (out of those tested for Hepatitis B i.e. HBsAg). Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of Pregnant Women who are HBsAg positive(out of those tested for Hepatitis B i.e. HBsAg)","Monthly HMIS reporting element: Number of Pregnant Women who are HBsAg positive(out of those tested for Hepatitis B i.e. HBsAg).","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of Pregnant Women who are HBsAg positive(out of those tested for Hepatitis B i.e. HBsAg). Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of Pregnant Women(PW) and Post Natal Care (PNC) Beneficiaries","Monthly HMIS reporting element: Number of Pregnant Women(PW) and Post Natal Care (PNC) Beneficiaries.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of Pregnant Women(PW) and Post Natal Care (PNC) Beneficiaries. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of pregnant/DIL women found seropositive for Syphilis by VDRL/RPR/TPHA/RDT/PoC test","Monthly HMIS reporting element: Number of pregnant/DIL women found seropositive for Syphilis by VDRL/RPR/TPHA/RDT/PoC test.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of pregnant/DIL women found seropositive for Syphilis by VDRL/RPR/TPHA/RDT/PoC test. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of pregnant/DIL women found Syphilis-Seropositive and given treatment with injection Benzathine Penicillin (IM)","Monthly HMIS reporting element: Number of pregnant/DIL women found Syphilis-Seropositive and given treatment with injection Benzathine Penicillin (IM).","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of pregnant/DIL women found Syphilis-Seropositive and given treatment with injection Benzathine Penicillin (IM). Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of pregnant/Direct-In-Labor (DIL) women screened/tested (with VDRL/RPR/TPHA/RDT/PoC) for Syphilis","Monthly HMIS reporting element: Number of pregnant/Direct-In-Labor (DIL) women screened/tested (with VDRL/RPR/TPHA/RDT/PoC) for Syphilis.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of pregnant/Direct-In-Labor (DIL) women screened/tested (with VDRL/RPR/TPHA/RDT/PoC) for Syphilis. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of psychoeducation sessions conducted at the Ayushman Arogya Mandir during the month","Monthly HMIS reporting element: Number of psychoeducation sessions conducted at the Ayushman Arogya Mandir during the month.","Patient services and utilization","Health services and systems","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of psychoeducation sessions conducted at the Ayushman Arogya Mandir during the month. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of PW and PNC beneficiaries provided - Free Diagnostics under JSSK","Monthly HMIS reporting element: Number of PW and PNC beneficiaries provided - Free Diagnostics under JSSK.","Postnatal care","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of PW and PNC beneficiaries provided - Free Diagnostics under JSSK. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of PW and PNC beneficiaries provided - Free Medicines under JSSK","Monthly HMIS reporting element: Number of PW and PNC beneficiaries provided - Free Medicines under JSSK.","Postnatal care","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of PW and PNC beneficiaries provided - Free Medicines under JSSK. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of PW given ANC Corticosteroids in Pre-Term Labour","Monthly HMIS reporting element: Number of PW given ANC Corticosteroids in Pre-Term Labour.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of PW given ANC Corticosteroids in Pre-Term Labour. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of PW given one Albendazole tablet after 1st trimester","Monthly HMIS reporting element: Number of PW given one Albendazole tablet after 1st trimester.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of PW given one Albendazole tablet after 1st trimester. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of PW given Tablet Misoprostol during home delivery","Monthly HMIS reporting element: Number of PW given Tablet Misoprostol during home delivery.","Delivery and intrapartum care","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of PW given Tablet Misoprostol during home delivery. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of PW given Td Booster (Tetanus Diptheria dose booster)","Monthly HMIS reporting element: Number of PW given Td Booster (Tetanus Diptheria dose booster).","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of PW given Td Booster (Tetanus Diptheria dose booster). Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of PW given Td1 (Tetanus Diptheria dose 1)","Monthly HMIS reporting element: Number of PW given Td1 (Tetanus Diptheria dose 1).","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of PW given Td1 (Tetanus Diptheria dose 1). Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of PW given Td2 (Tetanus Diptheria dose 2)","Monthly HMIS reporting element: Number of PW given Td2 (Tetanus Diptheria dose 2).","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of PW given Td2 (Tetanus Diptheria dose 2). Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of PW having Hb level<11(7.1 to 10.9 g/dl) (Out of total tested cases)","Monthly HMIS reporting element: Number of PW having Hb level<11(7.1 to 10.9 g/dl) (Out of total tested cases).","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of PW having Hb level<11(7.1 to 10.9 g/dl) (Out of total tested cases). Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of PW having Hb level<=7 g/dl (Out of total tested cases)","Monthly HMIS reporting element: Number of PW having Hb level<=7 g/dl (Out of total tested cases).","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of PW having Hb level<=7 g/dl (Out of total tested cases). Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of PW provided full course 180 Iron Folic Acid (IFA) tablets","Monthly HMIS reporting element: Number of PW provided full course 180 Iron Folic Acid (IFA) tablets.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of PW provided full course 180 Iron Folic Acid (IFA) tablets. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of PW provided full course 360 Calcium tablets","Monthly HMIS reporting element: Number of PW provided full course 360 Calcium tablets.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of PW provided full course 360 Calcium tablets. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of PW received 4 or more ANC check ups","Monthly HMIS reporting element: Number of PW received 4 or more ANC check ups.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of PW received 4 or more ANC check ups. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of PW tested for Blood Sugar using OGTT(Oral Glucose Tolerance Test)","Monthly HMIS reporting element: Number of PW tested for Blood Sugar using OGTT(Oral Glucose Tolerance Test).","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of PW tested for Blood Sugar using OGTT(Oral Glucose Tolerance Test). Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs","Monthly HMIS reporting element: Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of PW tested for Haemoglobin (Hb)","Monthly HMIS reporting element: Number of PW tested for Haemoglobin (Hb).","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of PW tested for Haemoglobin (Hb). Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of PW tested positive for GDM out of total OGTT(Oral Glucose Tolerance Test) conducted","Monthly HMIS reporting element: Number of PW tested positive for GDM out of total OGTT(Oral Glucose Tolerance Test) conducted.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of PW tested positive for GDM out of total OGTT(Oral Glucose Tolerance Test) conducted. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of PW treated for severe anaemia (Hb<=7g/dl) (including referred-in cases)","Monthly HMIS reporting element: Number of PW treated for severe anaemia (Hb<=7g/dl) (including referred-in cases).","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of PW treated for severe anaemia (Hb<=7g/dl) (including referred-in cases). Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of PW with hypertension managed at institution","Monthly HMIS reporting element: Number of PW with hypertension managed at institution.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of PW with hypertension managed at institution. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of Rogi Kalyan Samiti (RKS) meetings held","Monthly HMIS reporting element: Number of Rogi Kalyan Samiti (RKS) meetings held.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of Rogi Kalyan Samiti (RKS) meetings held. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of SAM children discharged from standalone/ integrated NRC who met the discharge criteria","Monthly HMIS reporting element: Number of SAM children discharged from standalone/ integrated NRC who met the discharge criteria.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of SAM children discharged from standalone/ integrated NRC who met the discharge criteria. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of sanitary napkin packs distributed free to ASHA (for her personal use)","Monthly HMIS reporting element: Number of sanitary napkin packs distributed free to ASHA (for her personal use).","Adolescent health","Child, adolescent and nutrition services","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of sanitary napkin packs distributed free to ASHA (for her personal use). Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of sick infants provided","Monthly HMIS reporting element: Number of sick infants provided.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of sick infants provided. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of sick infants provided - Free Diagnostics under JSSK","Monthly HMIS reporting element: Number of sick infants provided - Free Diagnostics under JSSK.","STI/RTI services","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of sick infants provided - Free Diagnostics under JSSK. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of sick infants provided - Free Home to facility transport under JSSK","Monthly HMIS reporting element: Number of sick infants provided - Free Home to facility transport under JSSK.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of sick infants provided - Free Home to facility transport under JSSK. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of sick infants provided - Free Medicines under JSSK","Monthly HMIS reporting element: Number of sick infants provided - Free Medicines under JSSK.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of sick infants provided - Free Medicines under JSSK. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of sick SAM children admitted in standalone/ integrated NRC","Monthly HMIS reporting element: Number of sick SAM children admitted in standalone/ integrated NRC.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of sick SAM children admitted in standalone/ integrated NRC. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of sick SAM children referred to standalone/ integrated NRC by Frontline Workers (AWW/ ASHA/ ANM)","Monthly HMIS reporting element: Number of sick SAM children referred to standalone/ integrated NRC by Frontline Workers (AWW/ ASHA/ ANM).","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of sick SAM children referred to standalone/ integrated NRC by Frontline Workers (AWW/ ASHA/ ANM). Denominator population: Not supplied in registry metadata; consult the authoritative source."
